"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Province","Region","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage"
"RADDL4B-24-069","M-77",NA,"Dog",NA,"20-Mar-2024",NA,"Barangay I","Buenavista","Marinduque","MIMIROPA",13.2559971,121.9418071,"speedier",NA,NA,0.9885
"RADDL4B-24-073","M-81",NA,"Dog",NA,"20-Jul-2024",NA,"Bangbangalon","Boac","Marinduque","MIMIROPA",13.43848981,121.8276107,"speedier",NA,NA,0.9886
"RADDL4B-24-074","M-82",NA,"Dog",NA,"20-Nov-2024",NA,"Caigangan","Buenavista","Marinduque","MIMIROPA",13.26212226,121.9342731,"speedier",NA,NA,0.9889
"RADDL4B-24-076","M-84",NA,"Dog",NA,"20-Jul-2024",NA,"Barangay I","Buenavista","Marinduque","MIMIROPA",13.2559971,121.9418071,"speedier",NA,NA,0.9884
"RADDL4B-24-078","M-86",NA,"Dog",NA,"20-Dec-2024",NA,"Barangay II","Buenavista","Marinduque","MIMIROPA",13.25463205,121.9448458,"speedier",NA,NA,0.9884
"RADDL4B-24-081","M-88",NA,"Dog",NA,"15-Apr-2024",NA,"Buangan","Torrijos","Marinduque","MIMIROPA",13.31305087,122.0537056,"speedier",NA,NA,0.9882
"RADDL4B-24-099","R-84",NA,"Dog",NA,"20-Mar-2024",NA,"Poctoy","Odiongan","Romblon","MIMIROPA",12.4086736675198,122.002251059774,"speedier",NA,NA,0.9876
"RADDL4B-24-098","R-83",NA,"Dog",NA,"30-Apr-2024",NA,"Pili","San Fernando","Romblon","MIMIROPA",12.3202302160604,122.59889299915,"speedier",NA,NA,0.9878
"RADDL4B-24-097","R-82",NA,"Dog",NA,"26-Apr-2024",NA,"Bonlao","Alcantara","Romblon","MIMIROPA",12.3144065613179,122.048142854933,"speedier",NA,NA,0.9878
"RADDL4B-24-096","R-81",NA,"Dog",NA,"15-Apr-2024",NA,"Tumingad","Odiongan","Romblon","MIMIROPA",12.4371876319143,122.042943243506,"speedier",NA,NA,0.9874
"RADDL4B-24-095","R-80",NA,"Dog",NA,"20-Mar-2024",NA,"Malilico","Odiongan","Romblon","MIMIROPA",12.3452844690591,121.972738203729,"speedier",NA,NA,0.9875
"RADDL4B-24-018","M-43",NA,"Dog",NA,"01-Feb-2024",NA,"Barangay IV","Buenavista","Marinduque","MIMIROPA",13.25222414,121.9482043,"speedier",NA,NA,0.9708
"RADDL4B-24-014","M-35",NA,"Dog",NA,"29-Jan-2024",NA,"Masiga","Gasan","Marinduque","MIMIROPA",13.35871898,121.8255082,"speedier",NA,NA,0.9878
"RADDL4B-24-009","OM-46",NA,"Dog",NA,"29-Jan-2024",NA,"Balatero","Puerto Galera","Oriental Mindoro","MIMIROPA",13.34693739,120.8836262,"speedier",NA,NA,0.9873
"RADDL4B-24-138","R-109",NA,"Dog",NA,"20-Jun-2024",NA,"Agutay","Magdiwang","Romblon","MIMIROPA",12.4602661224461,122.448777181916,"speedier",NA,NA,0.9877
"RADDL4B-24-154","R-111",NA,"Dog",NA,"15-Jul-2024",NA,"Cambajao","Cajidiocan","Romblon","MIMIROPA",12.3683040199771,122.669872643641,"speedier",NA,NA,0.9878
"RADDL4B-24-155","R-110",NA,"Dog",NA,"11-Jul-2024",NA,"Taclobo","San Fernando","Romblon","MIMIROPA",12.3622272502327,122.575373756321,"speedier",NA,NA,0.9877
"RADDL4B-24-100","M-98",NA,"Dog",NA,"24-Apr-2024",NA,"Caigangan","Buenavista","Marinduque","MIMIROPA",13.26212226,121.9342731,"speedier",NA,NA,0.9708
"RADDL4B-24-112","R-88",NA,"Dog",NA,"16-May-2024",NA,"Pili","Looc","Romblon","MIMIROPA",12.3030336406049,122.004635465751,"speedier",NA,NA,0.988
"RADDL4B-24-113","R-89",NA,"Dog",NA,"20-Aug-2024",NA,"Limon Norte","Looc","Romblon","MIMIROPA",12.3220188515114,122.021920139859,"speedier",NA,NA,0.9884
"RADDL4B-24-114","R-90",NA,"Dog",NA,"18-May-2024",NA,"Mahabang Baybay","San Agustin","Romblon","MIMIROPA",12.6389756037373,122.150335754756,"speedier",NA,NA,0.9873
"RADDL4B-24-116","R-91",NA,"Dog",NA,"13-May-2024",NA,"Tugdan","Alcantara","Romblon","MIMIROPA",12.3272698719486,122.070177099507,"speedier",NA,NA,0.9872
"RADDL4B-24-117","R-92",NA,"Dog",NA,"20-Aug-2024",NA,"Tabobo-An","Odiongan","Romblon","MIMIROPA",12.3661296017299,121.992456948138,"speedier",NA,NA,0.9879
"RADDL4B-24-121","M-107",NA,"Dog",NA,"20-Sep-2024",NA,"Barangay II","Buenavista","Marinduque","MIMIROPA",13.25463205,121.9448458,"speedier",NA,NA,0.9882
"RADDL4B-24-122","M-108",NA,"Dog",NA,"20-Oct-2024",NA,"Bangbangalon","Boac","Marinduque","MIMIROPA",13.43848981,121.8276107,"speedier",NA,NA,0.988
"RADDL4B-24-153","OM-92",NA,"Dog",NA,"25-Jul-2024",NA,"Camilmil","Calapan City","Oriental Mindoro","MIMIROPA",13.40118777,121.1833225,"speedier",NA,NA,0.9708
"RADDL4B-24-156","R-113",NA,"Dog",NA,"26-Jul-2024",NA,"Calagonsao","Alcantara","Romblon","MIMIROPA",12.3475553588476,122.079254920785,"speedier",NA,NA,0.971
"RADDL4B-24-157","R-112",NA,"Dog",NA,"08-Jul-2024",NA,"San Isidro","Alcantara","Romblon","MIMIROPA",12.2919290027811,122.052741797624,"speedier",NA,NA,0.9531
"RADDL4B-24-173","OM-80",NA,"Dog",NA,"08-Nov-2024",NA,"Poblacion IV","Victoria","Oriental Mindoro","MIMIROPA",13.19101365,121.2841142,"speedier",NA,NA,0.9285
"RADDL4B-24-174","OM-81",NA,"Dog",NA,"22-Nov-2024",NA,"Maligaya","Gloria","Oriental Mindoro","MIMIROPA",12.97843859,121.4769904,"speedier",NA,NA,0.954
"RADDL4B-24-178","M-132",NA,"Dog",NA,"15-Jul-2024",NA,"Barangay I","Buenavista","Marinduque","MIMIROPA",13.255314,121.940796,"speedier",NA,NA,0.9875
"RADDL4B-24-180","M-131",NA,"Dog",NA,"22-Aug-2024",NA,"Sawi","Boac","Marinduque","MIMIROPA",13.440701,121.854599,"speedier",NA,NA,0.9884
"RADDL4B-24-181","M-134",NA,"Dog",NA,"09-Sep-2024",NA,"Yook","Buenavista","Marinduque","MIMIROPA",13.223896,121.981628,"speedier",NA,NA,0.9882
"RADDL4B-24-183","M-127",NA,"Dog",NA,"11-Nov-2024",NA,"Tawiran","Santa Cruz","Marinduque","MIMIROPA",13.462624,122.076691,"speedier",NA,NA,0.9325
"RADDL4B-24-184","M-135",NA,"Dog",NA,"19-Nov-2024",NA,"Bangbang","Gasan","Marinduque","MIMIROPA",13.343593,121.838409,"speedier",NA,NA,0.9528
"RADDL4B-24-185","R-121",NA,"Dog",NA,"11-Nov-2024",NA,"Poblacion","Cajidiocan","Romblon","MIMIROPA",12.3738159498218,122.680201141506,"speedier",NA,NA,0.9875
"RADDL4B-24-186","R-120",NA,"Dog",NA,"12-Nov-2024",NA,"Poblacion","Magdiwang","Romblon","MIMIROPA",12.4908099892792,122.508178781622,"speedier",NA,NA,0.9358
"RADDL4B-24-187","R-122",NA,"Dog",NA,"11-Nov-2024",NA,"Poblacion","Magdiwang","Romblon","MIMIROPA",12.4908099892792,122.508178781622,"speedier",NA,NA,0.9886
"RADDL4B-24-188","R-119",NA,"Dog",NA,"29-Nov-2024",NA,"Ipil","Magdiwang","Romblon","MIMIROPA",12.473056623118,122.475619478547,"speedier",NA,NA,0.9878
"RADDL4B-25-005","M-137",NA,"Dog",NA,"17-Dec-2024",NA,"Bahi","Gasan","Marinduque","MIMIROPA",13.368669,121.834976,"speedier",NA,NA,0.9537
"RADDL4B-25-006","M-138",NA,"Dog",NA,"20-Dec-2024",NA,"Ihatub","Boac","Marinduque","MIMIROPA",13.425975,121.829941,"speedier",NA,NA,0.9537
"RADDL4B-25-008","M-140",NA,"Cow",NA,"04-Jan-2025",NA,"Bocboc","Mogpog","Marinduque","MIMIROPA",13.471229,121.931534,"speedier",NA,NA,0.9539
"RADDL4B-25-009","M-141",NA,"Dog",NA,"09-Jan-2025",NA,"Bunganay","Boac","Marinduque","MIMIROPA",13.397696,121.847771,"speedier",NA,NA,0.9313
"RADDL4B-25-017","OC-16",NA,"Dog",NA,"07-Mar-2025",NA,"Rumbang","Rizal","Occidental Mindoro","MIMIROPA",12.4726457,120.967584,"speedier",NA,NA,0.9869
"RADDL4B-24-151","M-124",NA,"Dog",NA,"08-Jul-2024",NA,"Angas","Santa Cruz","Marinduque","MIMIROPA",13.440175,122.105919,"speedier",NA,NA,0.9144317801
"RADDL4B-23-089","M-14",NA,"Dog",NA,"07-Nov-2023",NA,"Maligaya","Boac","Marinduque","MIMIROPA",13.47444205,121.840682,"speedier",NA,NA,0.9509721757
"RADDL4B-23-092","M-15",NA,"Dog",NA,NA,NA,"Balimbing","Boac","Marinduque","MIMIROPA",13.43694015,121.8821268,"speedier",NA,NA,0.9507207509
"RADDL4B-23-094","M-21",NA,"Dog",NA,"28-Nov-2023",NA,"Maligaya","Boac","Marinduque","MIMIROPA",13.47444205,121.840682,"speedier",NA,NA,0.9146832048
"RADDL4B-24-007","OM-45",NA,"Dog",NA,"17-Jan-2024",NA,"Poblacion","Bansud","Oriental Mindoro","MIMIROPA",12.84652574,121.4611416,"speedier",NA,NA,0.9702480724
"RADDL4B-24-013","M-34",NA,"Dog",NA,"16-Jan-2024",NA,"Buangan","Torrijos","Marinduque","MIMIROPA",13.31305087,122.0537056,"speedier",NA,NA,0.9503855179
"RADDL4B-24-030","M-49",NA,"Dog",NA,"17-Feb-2024",NA,"Barangay I","Buenavista","Marinduque","MIMIROPA",13.2559971,121.9418071,"speedier",NA,NA,0.9875125712
"RADDL4B-24-048","M-62",NA,"Dog",NA,"07-Mar-2024",NA,"Daykitin","Buenavista","Marinduque","MIMIROPA",13.27382681,121.9228134,"speedier",NA,NA,0.9497988602
"RADDL4B-24-052","OM-57",NA,"Dog",NA,"29-Mar-2024",NA,"Poblacion","Mansalay","Oriental Mindoro","MIMIROPA",12.53483774,121.4385791,"speedier",NA,NA,0.9883506537
"RADDL4B-24-062","M-74",NA,"Dog",NA,"20-Jan-2024",NA,"Masiga","Gasan","Marinduque","MIMIROPA",13.35871898,121.8255082,"speedier",NA,NA,0.9025310091
"RADDL4B-24-080","OM-58",NA,"Dog",NA,"18-Apr-2024",NA,"Baruyan","Calapan City","Oriental Mindoro","MIMIROPA",13.35919359,121.1359505,"speedier",NA,NA,0.9704994972
"RADDL4B-24-093","OM-61",NA,"Dog",NA,"29-Apr-2024",NA,"B. Del Mundo","Mansalay","Oriental Mindoro","MIMIROPA",12.53191189,121.4645635,"speedier",NA,NA,0.988434462
"RADDL4B-24-107","M-105",NA,"Dog",NA,"20-Mar-2024",NA,"Daykitin","Buenavista","Marinduque","MIMIROPA",13.27382681,121.9228134,"speedier",NA,NA,0.9503017097
"RADDL4B-24-125","M-111",NA,"Dog",NA,"13-May-2024",NA,"Yook","Buenavista","Marinduque","MIMIROPA",13.22428692,121.9851771,"speedier",NA,NA,0.9871773383
"RADDL4B-24-127","M-113",NA,"Dog",NA,"16-May-2024",NA,"Caigangan","Buenavista","Marinduque","MIMIROPA",13.26212226,121.9342731,"speedier",NA,NA,0.9706671136
"H24-028","H24-028",NA,"Human",NA,"27-Mar-2024",NA,"Barangay 7","San Jose","Occidental Mindoro","MIMIROPA",12.3494949,121.073921,"speedier",NA,NA,0.9560006705
"RADDL4B-23-065","M-4",NA,"Dog",NA,"23-Oct-2023",NA,"Laylay","Boac","Marinduque","MIMIROPA",13.43668126,121.8203817,"speedier",NA,NA,0.9717566209
"RADDL4B-24-162-D","OM-75",NA,"Dog",NA,"27-Sep-2024",NA,"Ilaya","Calapan City","Oriental Mindoro","MIMIROPA",13.41158277,121.1938885,"speedier",NA,NA,0.9878478042
"RADDL4B-24-184-C","M-135",NA,"Dog",NA,"19-Nov-2024",NA,"Bangbang","Gasan","Marinduque","MIMIROPA",13.343593,121.838409,"speedier",NA,NA,0.9887696949
"94275PHI",NA,"KX148263","dog","brain","01-Jan-1994",NA,NA,NA,"",NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311
"94278PHI",NA,"KX148262","dog","brain","01-Jan-1994",NA,NA,NA,"",NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311
"94281PHI",NA,"KX148261","dog","brain","01-Jan-1994",NA,NA,NA,"",NA,NA,NA,"vgtk","Troupin,C., Dacheux,L., Tanguy,M., Blanc,H., Bouchier,C., Vignuzzi,M., Bourhy,H.",NA,0.988937311
